,Sentences,Filename
834,"NA NA 2,000 Add - On Procedure SS Pediatric Surgery, Oral & Maxillofacial Surgery, Plastic & Reconstructive Surgery SS001 Cleft Lip and Palate Surgery (per stage) SS001A",Sheet-1-J.pdf
835,"15,000 NA NA 15,000 Regular Procedure SS Pediatric Surgery SS002 Ankyloglossia SS002A Ankyloglossia Minor 5,000 NA NA 5,000 Regular Procedure SS Pediatric Surgery SS002 Ankyloglossia SS002B",Sheet-1-J.pdf
836,"Ankyloglossia Major 15,000 NA NA 15,000 Regular Procedure SS Pediatric Surgery SS003 Anti GERD Surgery SS003A",Sheet-1-J.pdf
837,"Anti GERD Surgery 10,000 NA NA 10,000 Regular Procedure SS Pediatric Surgery SS004 Gastrostomy + Esophagoscopy + Threading",Sheet-1-J.pdf
838,"Threading 20,000 NA NA 20,000 Regular Procedure SS Pediatric Surgery",Sheet-1-J.pdf
839,"SS005 Ladds Procedure SS005A Ladds Procedure 30,000 NA NA 30,000 Regular Procedure SS Pediatric Surgery SS006 Duplication Cyst Excision SS006A Duplication Cyst Excision 20,000 NA NA 20,000 Regular Procedure SS Pediatric Surgery SS007 Intussusception SS007A Non – Operative Reduction in infants 20,000 NA NA 20,000 Regular Procedure SS Pediatric Surgery SS007 Intussusception SS007B Operative in infants 25,000 NA NA 25,000 Regular Procedure SS Pediatric Surgery SS008 Surgery for Hirschsprung’s Disease SS008A Myectomy 25,000 NA NA 25,000 Regular Procedure SS Pediatric Surgery SS008 Surgery for Hirschsprung’s Disease SS008B Pull Through 20,000 NA NA 20,000 Regular Procedure SS Pediatric Surgery SS008 Surgery for Hirschsprung’s Disease SS008C Rectal Biopsy - Punch 10,000 NA NA 10,000 Regular Procedure SS Pediatric Surgery SS008 Surgery for Hirschsprung’s Disease SS008D Rectal Biopsy – Open 10,000 NA NA 10,000 Regular Procedure SS Pediatric Surgery SS008 Surgery for Hirschsprung’s Disease SS008E Sphinecterotomy 15,000 NA NA 15,000 Regular Procedure SS Pediatric Surgery SS009 Rectal Polypectomy - Sigmoiescopic Under GA SS009A Rectal Polypectomy - Sigmoiescopic Under GA 8,000 NA NA 8,000 Regular Procedure SS Pediatric Surgery SS010 Ano Rectal Malformation SS010A Abd - Perineal PSARP 20,000 NA NA 20,000 Regular Procedure SS Pediatric Surgery SS010 Ano Rectal Malformation SS010B",Sheet-1-J.pdf
840,"Anoplasty 20,000 NA NA 20,000 Regular Procedure SS Pediatric Surgery SS010 Ano Rectal Malformation SS010C Cutback 20,000 NA NA 20,000 Regular Procedure SS Pediatric Surgery SS010 Ano Rectal Malformation SS010D PSARP 20,000 NA NA 20,000 Regular Procedure SS Pediatric Surgery SS010 Ano Rectal Malformation SS010E Redo - Pullthrough 15,000 NA NA 15,000 Regular Procedure SS Pediatric Surgery SS010 Ano Rectal Malformation SS010F Transposition 15,000",Sheet-1-J.pdf
841,"NA NA 15,000 Regular Procedure SS Pediatric Surgery SS011 Fecal Fistula Closure SS011A Fecal Fistula Closure 25,000 NA NA 25,000 Regular Procedure SS Pediatric Surgery SS012 GI Tumor Excision SS012A GI Tumor Excision 30,000 NA NA 30,000 Regular Procedure SS Pediatric Surgery SS013 Congenital Diaphragmatic Hernia SS013A Congenital Diaphragmatic Hernia 25,000",Sheet-1-J.pdf
842,"NA NA 25,000 Regular Procedure SS Pediatric Surgery SS014 Exomphalos / Gastroschisis SS014A Exomphalos 25,000 NA NA 25,000 Regular Procedure SS Pediatric Surgery",Sheet-1-J.pdf
843,"Gastroschisis 25,000 NA NA 25,000 Regular Procedure SS Pediatric Surgery SS015 Hernia & Hydrocele SS015A Hernia & Hydrocele 20,000 NA NA 20,000 Regular Procedure SS Pediatric Surgery SS016 Retro - Peritoneal Lymphangioma Excision SS016A Retro - Peritoneal Lymphangioma Excision 25,000 NA NA 25,000 Regular Procedure SS Pediatric Surgery SS017 Surgery for Sacrococcygeal Teratoma SS017A",Sheet-1-J.pdf
844,"Surgery for Sacrococcygeal Teratoma 20,000",Sheet-1-J.pdf
845,"NA NA 20,000 Regular Procedure Page 43 2431659/2021/555444 379 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price Procedure Label SS Pediatric Surgery SS018 Surgery for Congenital Lobar Emphysema SS018A Surgery for Congenital Lobar Emphysema 25,000 NA NA 25,000 Regular Procedure SS Pediatric Surgery SS019",Sheet-1-J.pdf
846,"Nonpalpable 15,000 NA NA 15,000 Regular Procedure SS Pediatric Surgery SS019 Undescended Testis SS019B Bilateral Palpable 15,000 NA NA 15,000 Regular Procedure SS Pediatric Surgery SS019 Undescended Testis SS019C",Sheet-1-J.pdf
847,"Bilateral Non - Palpable 20,000 NA NA 20,000 Regular Procedure SS Pediatric Surgery SS019 Undescended Testis SS019D",Sheet-1-J.pdf
848,"Unilateral - Palpable 15,000 NA NA 15,000 Regular Procedure SS Pediatric Surgery SS019 Undescended Testis SS019E Reexploration / Second Stage 20,000",Sheet-1-J.pdf
849,"NA NA 20,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST001 Conservative Management of Head Injury ST001A Severe 1,000 Routine Ward - 1000 NA Routine Ward - 1000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST001 Conservative Management of Head Injury ST001B Depressed Fracture 5,000 Routine Ward - 5000 NA Routine Ward - 5000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery, Oral & Maxillofacial Surgery ST002 Head injury with repair of Facio-Maxillary Injury & fixations (including implants) ST002A",Sheet-1-J.pdf
850,"Head injury with repair of Facio- Maxillary Injury & fixations (including implants) 31,000 NA Implant for Open reduction and internal fixation of maxilla / mandible / zygoma (Plates / Screws) - 4000 35,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST003 Craniotomy and evacuation of Haematoma with fixation of fracture of long bone ST003A",Sheet-1-J.pdf
851,"Subdural hematoma along with fixation of fracture of single long bone 60,000 NA NA 60,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST003 Craniotomy and evacuation of Haematoma with fixation of fracture of long bone ST003B Extradural hematoma along with fixation of fracture of single long bone 60,000 NA NA 60,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST003 Craniotomy and evacuation of Haematoma with fixation of fracture of long bone ST003C Subdural hematoma along with fixation of fracture of 2 or more long bone.",Sheet-1-J.pdf
852,"75,000 NA NA 75,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST003 Craniotomy and evacuation of Haematoma with fixation of fracture of long bone ST003D Extradural hematoma along with fixation of fracture of 2 or more long bone.",Sheet-1-J.pdf
853,"75,000 NA NA 75,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST004 Management of Chest injury with fracture of Long bone ST004A Management of Chest injury with fixation of Single Long bone 30,000 NA Implant for ""One fracture of long bone (with implants)"" - 5000 35,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST004 Management of Chest injury with fracture of Long bone ST004B Management of Chest injury with fixation of 2 or more Long bones 45,000 NA NA 45,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST005 Management of Visceral injury and fracture long bone ST005A Surgical intervention for Visceral injury and fixation of fracture of single long bone 30,000 NA NA 30,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST005 Management of Visceral injury and fracture long bone ST005B Surgical intervention for Visceral injury and fixation of fracture of 2 or more long bones 45,000 NA NA 45,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST006 Internal fixation of Pelviacetabular fracture ST006A Internal fixation of Pelviacetabular fracture 40,000 NA NA 40,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST007 Internal fixation with Flap cover Surgery for wound in compound fracture ST007A Internal fixation with Flap cover Surgery for wound in compound fracture 40,000 NA NA 40,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST008 Emergency tendons repair ± Peripheral Nerve repair/ reconstructive surgery ST008A Emergency tendons repair ± Peripheral Nerve repair/ reconstructive surgery 30,000 NA NA 30,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST009 Management of Nerve Plexus / Tendon injuries ST009A",Sheet-1-J.pdf
854,"Nerve Plexus injury repair 50,000 NA NA 50,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST009 Management of Nerve Plexus / Tendon injuries ST009B Nerve Plexus injury reconstruction 50,000 NA NA 50,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST009 Management of Nerve Plexus / Tendon injuries ST009C Tendon injury repair 50,000 NA NA 50,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST009 Management of Nerve Plexus / Tendon injuries ST009D Tendon injury reconstruction 50,000 NA NA 50,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST009 Management of Nerve Plexus / Tendon injuries ST009E",Sheet-1-J.pdf
855,"Tendon Transfer 50,000 NA NA 50,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST010 Plexus injury along with Vascular injury repair / graft ST010A Plexus injury along with Vascular injury repair 60,000 NA NA 60,000 Regular Procedure ST Polytrauma, Orthopedics, Neurosurgery, General Surgery ST010 Plexus injury along with Vascular injury repair / graft ST010B Plexus injury along with Vascular injury graft 60,000 NA NA 60,000 Regular Procedure SU Urology & Pediatric Surgery SU001 Adrenalectomy SU001A Open 27,500 U/L - 27500 B/L - 32500 NA U/L - 27500 B/L - 32500 Regular Procedure SU Urology & Pediatric Surgery",Sheet-1-J.pdf
856,"27,500 U/L - 27500 B/L - 32500 NA U/L - 27500 B/L - 32500 Regular Procedure SU Urology, Pediatric Surgery SU002 Renal Cyst deroofing or Marsupialization SU002A Open 25,000 NA NA 25,000 Regular Procedure SU Urology, Pediatric Surgery SU002 Renal Cyst deroofing or Marsupialization SU002B Lap.",Sheet-1-J.pdf
857,"25,000 NA NA 25,000 Regular Procedure SU Urology, Pediatric Surgery, Surgical Oncology SU003 Nephrectomy SU003A For Benign pathology - Open 27,500 NA NA 27,500 Regular Procedure SU Urology, Pediatric Surgery, Surgical Oncology SU003 Nephrectomy SU003B",Sheet-1-J.pdf
858,"27,500 NA NA 27,500 Regular Procedure SU Urology, Pediatric Surgery, Surgical Oncology SU003 Nephrectomy SU003C Radical (Renal tumor) - Open 27,500 NA NA 27,500 Regular Procedure SU Urology, Pediatric Surgery, Surgical Oncology SU003 Nephrectomy SU003D Radical (Renal tumor) - Lap. 27,500 NA NA 27,500 Regular Procedure SU Urology, Pediatric Surgery, Surgical Oncology SU004 Nephrectomy - Partial or Hemi SU004A Open 42,000 NA NA 42,000 Regular Procedure SU Urology, Pediatric Surgery, Surgical Oncology SU004 Nephrectomy - Partial or Hemi SU004B Lap.",Sheet-1-J.pdf
859,"42,000 NA NA 42,000 Regular Procedure SU Urology SU005",Sheet-1-J.pdf
860,"Nephrolithotomy SU005A Open 30,000 NA NA 30,000 Regular Procedure SU Urology SU005 Nephrolithotomy SU005B",Sheet-1-J.pdf
861,"Anatrophic 30,000 NA NA 30,000 Regular Procedure SU Urology SU006 Open Nephrolithotomy - Follow Up SU006A",Sheet-1-J.pdf
862,"Open Nephrolithotomy - Follow Up 1,000 NA NA 1,000 Follow - Up Procedure SU Urology SU007 PCNL (Percutaneous Nephrolithotomy) SU007A",Sheet-1-J.pdf
863,"PCNL (Percutaneous Nephrolithotomy) 35,000 U/L - 35000 B/L - 40000 NA U/L - 35000 B/L - 40000 Regular Procedure SU Urology, Pediatric Surgery, Interventional Neuroradiology SU008 Nephrostomy - Percutaneous ultrasound guided SU008A Nephrostomy - Percutaneous ultrasound guided 14,000 NA NA 14,000 Regular Procedure SU Urology SU009 Nephrostomy (PCN) - Follow Up SU009A Nephrostomy (PCN) - Follow Up 1,200 NA NA 1,200 Follow - Up Procedure SU Urology, Pediatric Surgery, Surgical Oncology SU010 Nephro ureterectomy (Benign) SU010A Open 27,500 NA NA 27,500 Regular Procedure Page 44 2431659/2021/555444 380 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price Procedure Label SU Urology, Pediatric Surgery, Surgical Oncology SU010 Nephro ureterectomy (Benign) SU010B Lap.",Sheet-1-J.pdf
864,"27,500 NA NA 27,500 Regular Procedure SU Urology, Pediatric Surgery, Surgical Oncology SU011 Nephro ureterectomy with cuff of bladder SU011A Open 27,500 NA NA 27,500 Regular Procedure SU Urology, Pediatric Surgery, Surgical Oncology SU011 Nephro ureterectomy with cuff of bladder SU011B Lap.",Sheet-1-J.pdf
865,"27,500 NA NA 27,500 Regular Procedure SU Urology SU013 Perinephric Abscess drainage SU013A Open 14,000 NA NA 14,000 Regular Procedure SU Urology SU013 Perinephric Abscess drainage SU013B Percutaneous 14,000 NA NA 14,000 Regular Procedure SU Urology SU014 Ureteroscopy + Stone removal with lithotripsy SU014A Lower Ureter 28,000 U/L - 28000 B/L - 43000 NA U/L - 28000 B/L - 43000 Regular Procedure SU Urology SU014 Ureteroscopy + Stone removal with lithotripsy SU014B Upper Ureter 28,000 U/L - 28000 B/L - 43000 NA U/L - 28000 B/L - 43000 Regular Procedure SU Urology SU015 URSL / URSL - Laser - Follow Up SU015A URSL / URSL - Laser - Follow Up 1,000 NA NA 1,000 Follow - Up Procedure SU Urology SU016 Extracoporeal shock - wave Lithotripsy (ESWL) SU016A Extracoporeal shock - wave Lithotripsy (ESWL) stone, with or without stent (one side) 18,500 NA DJ Stent - 200 18,700 Regular Procedure SU Urology SU017 ESWL - Follow Up SU017A ESWL - Follow Up 1,000 NA NA 1,000 Follow - Up Procedure SU Urology, Pediatric Surgery SU018 Ureterolithotomy SU018A Open 20,000 NA NA 20,000 Regular Procedure SU Urology, Pediatric Surgery SU018 Ureterolithotomy SU018B Lap.",Sheet-1-J.pdf
866,"20,000 NA NA 20,000 Regular Procedure SU Urology SU019 Lap Ureterolithotomy - Follow Up SU019A Lap Ureterolithotomy - Follow Up 1,000 NA NA 1,000 Follow - Up Procedure SU Urology SU020 Open Ureterolithotomy - Follow Up SU020A Open Ureterolithotomy - Follow Up 1,000 NA NA 1,000 Follow - Up Procedure SU Urology, Pediatric Surgery SU021 Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy SU021A Pyeloplasty - Open 27,500 NA NA 27,500 Regular Procedure SU Urology, Pediatric Surgery SU021 Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy SU021B Pyeloplasty - Laparoscopic 27,500 NA NA 27,500 Regular Procedure SU Urology, Pediatric Surgery SU021 Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy SU021C Pyeloureterostomy - Open",Sheet-1-J.pdf
867,"27,500",Sheet-1-J.pdf
868,"NA NA 27,500 Regular Procedure SU Urology, Pediatric Surgery SU021 Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy SU021D Pyeloureterostomy - Laparoscopic 27,500",Sheet-1-J.pdf
869,"NA NA 27,500 Regular Procedure SU Urology, Pediatric Surgery SU021 Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy SU021E Pyelopyelostomy - Open 27,500 NA NA 27,500 Regular Procedure SU Urology, Pediatric Surgery SU021 Pyeloplasty / Pyeloureterostomy / Pyelopyelostomy SU021F Pyelopyelostomy - Laparoscopic 27,500 NA NA 27,500 Regular Procedure SU Urology SU022 Pyeloplasty SU022A Pyeloplasty - Follow Up 1,500 NA NA 1,500 Follow - Up Procedure SU Urology, Pediatric Surgery SU023 Ureterocalycostomy SU023A Ureterocalycostomy - Open 25,000 NA NA 25,000 Regular Procedure SU Urology, Pediatric Surgery SU023 Ureterocalycostomy SU023B Ureterocalycostomy - Laparoscopic 25,000 NA NA 25,000 Regular Procedure SU Urology,",Sheet-1-J.pdf
870,"Pediatric Surgery SU024 Pyelolithotomy SU024A Open 28,000 NA NA 28,000 Regular Procedure SU Urology, Pediatric Surgery SU024 Pyelolithotomy SU024B Lap.",Sheet-1-J.pdf
871,"28,000 NA NA 28,000 Regular Procedure SU Urology SU025 Internal Ureterotomy including cystoscopy as an independent procedure SU025A",Sheet-1-J.pdf
872,"Internal Ureterotomy including cystoscopy as an independent procedure 10,000 NA NA 10,000 Regular Procedure SU Urology SU026 Ureterolysis for retroperitoneal fibrosis (with or without omental wrapping)",Sheet-1-J.pdf
873,"SU026A Open 28,000 NA NA 28,000 Regular Procedure SU Urology SU026 Ureterolysis for retroperitoneal fibrosis (with or without omental wrapping)",Sheet-1-J.pdf
874,"28,000 NA NA 28,000 Regular Procedure SU Urology, Pediatric Surgery SU027 Ureterostomy SU027A Ureterostomy (Cutaneous) 20,000 NA NA 20,000 Regular Procedure SU Urology, Pediatric Surgery SU028 Uretero-ureterostomy",Sheet-1-J.pdf
875,"SU028A Open 25,000 NA NA 25,000 Regular Procedure SU Urology, Pediatric Surgery SU028 Uretero-ureterostomy SU028B Lap.",Sheet-1-J.pdf
876,"25,000 NA NA 25,000 Regular Procedure SU Urology , Obstetrics & Gynecology SU029 Uretero-vaginal / Uterine fistula repair SU029A Uretero - vaginal fistula repair - Open 25,000 NA NA 25,000 Regular Procedure SU Urology , Obstetrics & Gynecology SU029 Uretero-vaginal / Uterine fistula repair SU029B Uretero - Uterine fistula repair - Open 25,000 NA NA 25,000 Regular Procedure SU Urology , Obstetrics & Gynecology SU029 Uretero-vaginal / Uterine fistula repair SU029C Uretero - vaginal fistula repair - Laparoscopic 25,000 NA NA 25,000 Regular Procedure SU Urology , Obstetrics & Gynecology SU029 Uretero-vaginal / Uterine fistula repair SU029D Uretero - Uterine fistula repair - Laparoscopic 25,000",Sheet-1-J.pdf
877,"NA NA 25,000 Regular Procedure SU Urology, Pediatric Surgery SU030 Ureteric reimplantation SU030A Open 23,000 U/L - 23000 B/L - 33000 NA U/L - 23000 B/L - 33000 Regular Procedure SU Urology, Pediatric Surgery SU030 Ureteric reimplantation SU030B Lap.",Sheet-1-J.pdf
878,"23,000 U/L - 23000 B/L - 33000 NA U/L - 23000 B/L - 33000 Regular Procedure SU Urology SU031 Boari flap for ureteric stricture SU031A Open 30,000 NA NA 30,000 Regular Procedure SU Urology SU031 Boari flap for ureteric stricture SU031B Lap.",Sheet-1-J.pdf
879,"30,000 NA NA 30,000 Regular Procedure SU Urology SU032",Sheet-1-J.pdf
880,"Ileal replacement for ureteric stricture 46,000 NA NA 46,000 Regular Procedure SU Urology, Pediatric Surgery SU033 DJ stenting including cystoscopy, ureteric catheterization, retrograde pyelogram SU033A DJ stenting including cystoscopy, ureteric catheterization, retrograde pyelogram 9,800 NA DJ",Sheet-1-J.pdf
